Species,Genus,Family,SuperFamily,Order,Class,Major,J_per_mgWM,Mobility_code,Food_code
Natica clausa,Natica,Naticidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,3.0
Neptunea despecta,Neptunea,Buccinidae,Neogastropoda,Prosobranchia,Gastropoda,Mollusca,,1.0,3.0
Onchidiopsis glacialis,Onchidiopsis,Lamellariidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,3.0
Tachyrhynchus reticulatus,Tachyrhynchus,Turritellidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,2.0
Velutina plicatilis,Tachyrhynchus,Velutinidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,3.0
Velutina undata,Velutina,Velutinidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,3.0
Velutina velutina,Velutina,Velutinidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,3.0
Astarte borealis,Astarte,Astartidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Astarte montagui,Astarte,Astartidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Chlamys islandica,Chlamys,Pectinidae,Ostreoida,Pteriomorphia,Bivalvia,Mollusca,,2.0,1.0
Clinocardium ciliatum,Clinocardium,Cardiidae,Vereroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Hiatella arctica,Hiatella,Hiatellidae,Myoida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Macoma calcarea,Macoma,Tellinidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Macoma moesta,Macoma,Tellinidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Musculus discors,Musculus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Musculus niger,Musculus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Mya truncata,Mya,Myidae,Myoida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Mytilus edulis,Mytilus,Mytilidae,Mytiloida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Ennucula tenuis,Ennucula,Nuculidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Nuculana minuta,Nuculana,Nuculanidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Nuculana pernula,Nuculana,Nuculanidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Pandora glacialis,Pandora,Pandoridae,Pholadomyoida,Pholadomyoida,Bivalvia,Mollusca,,0.0,1.0
Pecten groenlandicus,Pecten,Pectinidae,Ostreoida,Pteriomorphia,Bivalvia,Mollusca,,0.0,1.0
Periploma abyssorum,Periploma,Periplomatidae,Pholadomyoida,Pholadomyoida,Bivalvia,Mollusca,,0.0,1.0
Portlandia intermedia,Portlandia,Yoldiidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Serripes groenlandicus,Serripes,Cardiidae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Thyasira gouldii,Thyasira,Thyasiridae,Veneroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Yoldia hyperborea,Yoldia,Yoldiidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Haliclona gracilis,Haliclona,Haliclonidae,Haplosclerida,Demospongiae,Demospongiae,Porifera,,0.0,1.0
Lissodendoryx indistincta,Lissodendoryx,Myxillidae,Poecilosclerida,Demospongiae,Demospongiae,Porifera,,0.0,1.0
Mycale lingua,Mycale,Mycalidae,Poecilosclerida,Demospongiae,Demospongiae,Porifera,,0.0,1.0
Polymastia mamillaris,Polymastia,Polymastiidae,Hadromerida,Demospongiae,Demospongiae,Porifera,,0.0,1.0
Tetilla sibirica,Tetilla,Tetillidae,Choristida,Demospongiae,Demospongiae,Porifera,,0.0,1.0
Golfingia magaritacea,Golfingia,Golfingiidae,Sipuncula,Sipuncula,Sipuncula,Sipuncula,,1.0,2.0
Benthogone rosea,Benthogone,Laetmogonidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Laetmogone violacea,Laetmogone,Laetmogonidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Oneirophanta mutabilis,Oneirophanta,Deimatidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Benthodytes sordida,Benthodytes,Psychropotidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Psychropotes longicaudata,Psychropotes,Pychropotidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Tetrahymena pyriformis,Tetrahymena,Tetrahymenidae,Rhabdophorina,Rhabdophorina,Ciliatea,Ciliophora,,3.0,2.0
Hydra littoralis,Hydra,Hydridae,Hydrida,Hydroida,Hydrozoa,Cnidaria,,3.0,3.0
Chlorohydra viridissima,Chlorohydra,Hydridae,Hydrida,Hydroida,Hydrozoa,Cnidaria,,3.0,3.0
Dugesia tigrina,Dugesia,Planariidae,Tricladida,Archoophora,Turbellaria,Plathelminthes,,2.0,2.0
Bipalium kewense,Bipalium,Bipaliidae,Tricladida,Archoophora,Turbellaria,Plathelminthes,,2.0,2.0
Succinea ovalis,Succinea,Succineidae,Stylommatophora,Stylommatophora,Gastropoda,Mollusca,,1.0,1.0
Glottidia pyramidata,Glottidia,Lingulidae,Lingulida,Lingulida,Inarticulata,Brachiopoda,,0.0,1.0
Artemia sp.,Artemia,Artemiidae,Anostraca,Sarsostraca,Branchiopoda,Crustacea,,3.0,1.0
Leptodora kindtii,Leptodora,Leptodoridae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Tigriopus californicus,Tigriopus,Harpacticidae,Harpacticoida,Podoplea,Copepoda,Crustacea,,1.0,2.0
Calanus helgolandicus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pycnopsyche lepida,Pycnopsyche,Limnephilidae,Limnephiloidea,Trichoptera,Pterygota,Insecta,,1.0,1.0
Pycnopsyche guttifer,Pycnopsyche,Limnephilidae,Limnephiloidea,Trichoptera,Pterygota,Insecta,,1.0,1.0
Triglyphus lintneri,Triglyphus,Syrphidae,Brachycera,Diptera,Pterygota,Insecta,,1.0,2.0
Tenebrio molitor,Tenebrio,Tenebrionidae,Coleoptera,Coleoptera,Pterygota,Insecta,,2.0,3.0
Lebistes reticulatus,Lebistes,Poeciliidae,Cyprinodontiformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Bathyplotes natans,Bathyplotes,Synallactidae,Aspidochirotida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Pseudostichopus villosus,Pseudostichopus,Synallactidae,Aspidochirotida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Laetmogone violacea,Laetmogone,Laetmogonidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Benthogone rosea,Benthogone,Laetmogonidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Benthodytes sordida,Benthodytes,Pychropotidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Peniagone diaphana,Peniagone,Elpidiidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Peniagone azorica,Peniagone,Elpidiidae,Elasipodida,Aspidochirotacea,Holothuroidea,Echinodermata,,1.0,2.0
Molpadia blakei,Molpadia,Molpadiidae,Molpadiida,Apodacea,Holothuroidea,Echinodermata,,1.0,2.0
Duva multiflora,Duva,Nephteidae,Alcyonacea,Alcyonaria,Anthozoa,Cnidaria,2.0823982758620687,0.0,3.0
Lumbrineris fragilis,Lumbrineris,Lumbrineridae,Eunicida,Aciculata,Polychaeta,Annelida,4.418814130434783,1.0,2.0
Nephtys ciliata,Nephtys,Nephtyidae,Phyllodocida,Aciculata,Polychaeta,Annelida,3.147275,1.0,3.0
Aphrodita hastata,Aphrodita,Aphroditidae,Phyllodocida,Aciculata,Polychaeta,Annelida,2.0264830985915494,1.0,2.0
Phascolion strombi,Phascolion,Golfingiidae,Sipuncula,Sipuncula,Sipuncula,Sipuncula,2.48823947368421,1.0,2.0
Cistenides hyperborea,Cistenides,Pectinariidae,Terebellida,Canalipalpata,Polychaeta,Annelida,2.6091865384615383,0.0,2.0
Pherusa plumosa,Pherusa,Flabelligeridae,Terebellida,Canalipalpata,Polychaeta,Annelida,1.9529999999999996,0.0,2.0
Sternapsis fossor,Sternapsis,Sternaspidae,Terebellida,Canalipalpata,Polychaeta,Annelida,2.22537375,0.0,2.0
Argis dentata,Argis,Crangonidae,Caridea,Decapoda,Malacostraca,Crustacea,4.8605785714285705,2.0,3.0
Argis dentata,Argis,Crangonidae,Caridea,Decapoda,Malacostraca,Crustacea,4.532753571428571,2.0,3.0
Pandalus montagui,Pandalus,Pandalidae,Caridea,Decapoda,Malacostraca,Crustacea,5.510249999999999,2.0,3.0
Yoldia thraciaeformis,Yoldia,Yoldiidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Yoldia sapotilla,Yoldia,Yoldiidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,,0.0,2.0
Nucella lapillus,Nucella,Muricidae,Neograstropoda,Prosobranchia,Gastropoda,Mollusca,,1.0,3.0
Clinocardium ciliatum,Clinocardium,Cardiidae,Vereroida,Heterodonta,Bivalvia,Mollusca,,0.0,1.0
Cryptonatica affinis,Cryptonatica,Naticidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,1.0,3.0
Scaphander punctostriatus,Scaphander,Cylichnidae,Cephalaspidea,Opisthobranchia,Gastropoda,Mollusca,,1.0,3.0
Cucumaria frondosa,Cucumaria,Cucumariidae,Dendrochirotida,Dendrochirotacea,Holothuroidea,Echinodermata,0.93744,1.0,2.0
Chirodota laevis,Chirodota,Chiridotidae,Apodida,Apodacea,Holothuroidea,Echinodermata,1.1083778350515463,1.0,2.0
Asterias vulgaris,Asterias,Asteriidae,Forcipulatida,Asteroidea,Asteroidea,Echinodermata,2.66898375,1.0,3.0
Ctenodiscus crispatus,Ctenodiscus,Porcellanasteridae,Paxillosida,Asteroidea,Asteroidea,Echinodermata,2.55006,1.0,3.0
Molpadia oolitica,Molpadia,Molpadiidae,Molpadiida,Apodacea,Holothuroidea,Echinodermata,0.478197794117647,1.0,2.0
Asterias vulgaris,Asterias,Asteriidae,Forcipulatida,Asteroidea,Asteroidea,Echinodermata,2.0565759599999995,1.0,3.0
Molpadia oolitica,Molpadia,Molpadiidae,Molpadiida,Apodacea,Holothuroidea,Echinodermata,0.7329441599999998,1.0,2.0
Strongylocentrotus droebachiensis,Strongylocentrotus,Strongylocentrotidae,Echinoida,Euechinoidea,Echinoidea,Echinodermata,1.193599665,1.0,1.0
Clupea harengus,Clupea,Clupeidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,8.064,3.0,2.0
Crenobia alpina,Crenobia,Planariidae,Tricladida,Archoophora,Turbellaria,Plathelminthes,,2.0,3.0
Dugesia gonocephala,Dugesia,Planariidae,Tricladida,Archoophora,Turbellaria,Plathelminthes,,2.0,3.0
Radix peregra ovata,Radix,Lymnaeidae,Basommatophora,Basommatophora,Gastropoda,Mollusca,,1.0,1.0
Glossiphonia complanata,Glossiphonia,Glossiphoniidae,Rhynchobdellida,Hirudinea,Clitellata,Annelida,,2.0,3.0
Erpobdella octoculata,Erpobdella,Erpobdellidae,Arhynchobdellida,Hirudinea,Clitellata,Annelida,,2.0,3.0
Asellus aquaticus,Asellus,Asellidae,Asellota,Isopoda,Malacostraca,Crustacea,,1.0,2.0
Gammarus fossarum,Gammarus,Gammaridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,,2.0,1.0
Baetis rhodani,Baetis,Baetidae,Pisciforma,Ephemeroptera,Pterygota,Insecta,,1.0,1.0
Rhithrogena semicolorata,Rhithrogena,Heptageniidae,Setisura,Ephemeroptera,Pterygota,Insecta,,1.0,1.0
Leptophlebia marginata,Leptophlebia,Leptophlebiidae,Furcatergalia,Ephemeroptera,Pterygota,Insecta,,1.0,1.0
Nemoura sp.,Nemoura,Nemouridae,Euholognatha,Plecoptera,Pterygota,Insecta,,1.0,2.0
Isoperla görtzi,Isoperla,Perlodidae,Systellognatha,Plecoptera,Pterygota,Insecta,,1.0,2.0
Aeshna cyanea,Aeshna,Aeshnidae,Anisoptera,Odonata,Pterygota,Insecta,,1.0,3.0
Rhyacophila fasciata,Rhyacophila,Rhyacophilidae,Rhyacophiloidea,Trichoptera,Pterygota,Insecta,,1.0,2.0
Hydropsyche sp.,Hydropsyche,Hydropsychidae,Hydropsychoidea,Trichoptera,Pterygota,Insecta,,1.0,2.0
Plectrocnemia conspersa,Plectrocnemia,Polycentropodidae,Hydropsychoidea,Trichoptera,Pterygota,Insecta,,1.0,2.0
Simulium sp.,Simulium,Simuliidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,1.0
Chironomus anthracinus,Chironomus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Polypedilum nubeculosus,Polypedilum,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Chironomus pulsus,Chironomus,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Glyptotendipes paripes,Glyptotendipes,Chironomidae,Nematocera,Diptera,Pterygota,Insecta,,1.0,2.0
Pomacea canaliculata,Pomacea,Ampullariidae,Architaeniglossa,Prosobranchia,Gastropoda,Mollusca,,1.0,2.0
Tisbe holothuriae,Tisbe,Tisbidae,Harpacticoida,Podoplea,Copepoda,Crustacea,,1.0,1.0
Artemia salina,Artemia,Artemiidae,Anostraca,Sarsostraca,Branchiopoda,Crustacea,,3.0,1.0
Artemia salina,Artemia,Artemiidae,Anostraca,Sarsostraca,Branchiopoda,Crustacea,,3.0,1.0
Calanus pacificus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Portunus trituberculatus,Portunus,Portunidae,Brachyura,Decapoda,Malacostraca,Crustacea,2.385267,2.0,3.0
Oikopleura vanhoeffeni,Oikopleura,Oikopleuridae,Copelata,Copelata,Appendicularia,Tunicata,,3.0,1.0
Tomopteris septentrionalis,Tomopteris,Tomopteridae,Phyllodocida,Aciculata,Polychaeta,Annelida,,3.0,3.0
Euprimno abyssalis,Euprimno,Phrosinidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,3.0,3.0
Hyperia galba,Hyperia,Hyperiidae,Hyperiidea,Amphipoda,Malacostraca,Crustacea,,2.0,3.0
Calanus plumchrus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,3.0
Eucalanus bungii,Eucalanus,Eucalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Gaetanus columbiae,Gaetanus,Fosshageniidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Heterorhabdus tanneri,Heterorhabdus,Heterorhabdidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pasiphaea pacifica,Pasiphaea,Pasiphaeidae,Caridea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Conchoecia elegans,Conchoecia,Conchoecinae,Myodocopa,Ostracoda,Ostracoda,Crustacea,,3.0,3.0
Euphausia pacifica,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia pacifica,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Sagitta elegans,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Beroe cucumis,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,,3.0,2.0
Pleurobrachia pileus,Pleurobrachia,Pleurobrachiidae,Cydippida,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Clione limacina,Clione,Clionidae,Gymnosomata,Opisthobranchia,Gastropoda,Mollusca,,3.0,3.0
Calanus glacialis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Calanus glacialis,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Patella vulgata,Patella,Patellidae,Archaeogastropoda,Prosobranchia,Gastropoda,Mollusca,,1.0,1.0
Patella vulgata,Patella,Patellidae,Archaeogastropoda,Prosobranchia,Gastropoda,Mollusca,,1.0,1.0
Hymeniacidon perleve,Hymeniacidon,Hymeniacidonidae,Halichondrida,Demospongiae,Demospongiae,Porifera,,0.0,1.0
Chthamalus stellatus,Chthamalus,Chthamalidae,Balanomorpha,Thoracica,Cirripedia,Crustacea,,0.0,1.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,2.959634,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,4.526018666666667,3.0,2.0
Bolinopsis infundibulum,Bolinopsis,Bolinopsidae,Lobata,Tentaculata,Ctenophora,Ctenophora,,3.0,2.0
Parthenope validus,Parthenope,Parthenopidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Philyra pisum,Philyra,Leucosidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Pinnotheres sinensis,Pinnotheres,Pinnotheridae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Scopimera globosa,Scopimera,Portunidae,Brachyura,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Macropthalmus dilatatus,Macropthalmus,Ocypodidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sesarma haematocheir,Sesarma,Grapsidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sesarmops intermedium,Sesarmops,Grapsidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Helice tridens,Helice,Grapsidae,Brachyura,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Pandalus montagui,Pandalus,Pandalidae,Caridea,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Pandalus montagui,Pandalus,Pandalidae,Caridea,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Pandalus montagui,Pandalus,Pandalidae,Caridea,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,3.3322675000000004,3.0,2.0
Euphausia superba,Euphausia,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,,3.0,2.0
Scapholebris mucronata,Scapholebris,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Ceriodaphnia quadrangula,Ceriodaphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Daphnia longispina,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Daphnia cucullata,Daphnia,Daphniidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Diaphanosoma brachyurum,Diaphanosoma,Sididae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Sida crystallina,Sida,Sididae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Bosmina longispina,Bosmina,Bosminidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Leptodora kindtii,Leptodora,Leptodoridae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Polyphemus pediculus,Polyphemus,Polyphemidae,Cladocera,Phyllopoda,Branchiopoda,Crustacea,,3.0,1.0
Mesocyclops leuckartii,Mesocyclops,Cyclopidae,Cyclopoida,Podoplea,Copepoda,Crustacea,,3.0,1.0
Eudiaptomus gracilis,Eudiaptomus,Diaptomidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Diatoms sp.,Diatoms,Bacillariaceae,Bacillariales,Bacillariales,Bacillariophyceae,Bacillariophyta,,3.0,0.0
Cyanophyceae,Taxon > Genus,Cyanophyceae,Cyanophyceae,Cyanophyceae,Cyanophyceae,Cyanophycota,,3.0,0.0
Ctenophora sp.,Ctenophora,Ctenophora,Ctenophora,Ctenophora,Ctenophora,Ctenophora,,3.0,3.0
Brachionus rubens,Brachionus,Brachionidae,Monogononta,Monogononta,Rotifera,Rotifera,,3.0,1.0
Scenedesmus acutus,Scenedesmus,Scenedesmaceae,Chlorococcales,Chlorococcales,Chlorophyceae,Chlorophyta,,3.0,0.0
Cyclotella menenghiniana,Cyclotella,Stephanodiscaceae,Thalassiosirales,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,,3.0,0.0
Sagitta hispida,Sagitta,Sagittidae,Aphragmophora,Sagittoidea,Chaetognatha,Chaetognatha,,3.0,3.0
Mnemiopsis mccradyi,Mnemiopsis,Mnemiidae,Lobata,Tentaculata,Ctenophora,Ctenophora,,3.0,3.0
Calanus finmarchicus,Calanus,Calanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Tortanus discaudatus,Tortanus,Tortanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Centropages typicus,Centropages,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Acartia tonsa,Acartia,Acartiidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Pseudocalanus minutus,Pseudocalanus,Pseudocalanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,1.0
Centropages hamatus,Centropages,Centropagidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Temora longicornis,Temora,Sulcanidae,Calanoida,Gymnoplea,Copepoda,Crustacea,,3.0,2.0
Sander vitreum,Sander,Percidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Perca flavescens,Perca,Percidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,5.137984136249999,3.0,3.0
Perca flavescens,Perca,Percidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,4.889552596875001,3.0,3.0
Gammarus lacustris,Gammarus,Gammaridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,3.61872765,2.0,1.0
Culaea inconstans,Culaea,Gasterosteidae,Gasterosteiformes,Acanthopterygii,Teleostei,Osteichthyes,5.015487093750001,2.0,2.0
Orconectes virilis,Orconectes,Cambaridae,Stenopodidea,Decapoda,Malacostraca,Crustacea,3.11549814,3.0,3.0
Haemopis sp.,Haemopis,Haemopidae,Arhynchobdellida,Hirudinea,Clitellata,Annelida,4.468161284999998,3.0,3.0
Epitheca sp.,Epitheca,Cordulegastridae,Anisoptera,Odonata,Pterygota,Insecta,5.409635624999999,1.0,3.0
Leptophlebia sp.,Leptophlebia,Leptophlebiidae,Furcatergalia,Ephemeroptera,Pterygota,Insecta,6.869062305000001,1.0,1.0
Phryganea sp.,Phryganea,Phryganeidae,Phryganeoidea,Trichoptera,Pterygota,Insecta,5.563308824999999,1.0,1.0
Mysis stenolepis,Mysis,Mysidae,Mysida,Mysida,Malacostraca,Crustacea,4.1428989,2.0,2.0
Unicola leucopis,Unicola,Bomolochidae,Poecilostomatoida,Podoplea,Copepoda,Crustacea,1.7970389999999998,1.0,2.0
Leptocheirus pinguis,Leptocheirus,Aoridae,Gammaridea,Amphipoda,Malacostraca,Crustacea,1.949373,2.0,2.0
Meganyctiphanes norvegica,Meganyctiphanes,Euphausiidae,Euphausiacea,Euphausiacea,Malacostraca,Crustacea,3.97813545,3.0,2.0
Spirontocaris sp.,Spirontocaris,Hippolytidae,Caridea,Decapoda,Malacostraca,Crustacea,4.351479299999999,2.0,3.0
Crangon septemspinosa,Crangon,Crangonidae,Caridea,Decapoda,Malacostraca,Crustacea,4.373325,2.0,3.0
Pandalus montagui,Pandalus,Pandalidae,Caridea,Decapoda,Malacostraca,Crustacea,5.401998,2.0,3.0
Hyas araneus,Hyas,Majidae,Brachyura,Decapoda,Malacostraca,Crustacea,3.9423537,1.0,3.0
Nuculana sp.,Nuculana,Nuculanidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,5.6032128000000005,1.0,3.0
Yoldia sapotilla,Yoldia,Yoldiidae,Nuculoida,Protobranchia,Bivalvia,Mollusca,3.8816712,0.0,1.0
Venericardia borealis,Venericardia,Carditidae,Veneroida,Heterodonta,Bivalvia,Mollusca,2.7706374,0.0,1.0
Arctica islandica,Arctica,Arcticidae,Veneroida,Heterodonta,Bivalvia,Mollusca,2.3617629,0.0,1.0
Astarte undulata,Astarte,Astartidae,Veneroida,Heterodonta,Bivalvia,Mollusca,2.3035077,0.0,1.0
Colus stimpsoni,Colus,Buccinidae,Neogastropoda,Prosobranchia,Gastropoda,Mollusca,6.1429104,1.0,3.0
Dentalium dentale,Dentalium,Dentaliidae,Dentaliida,Dentaliida,Scaphopoda,Mollusca,0.9274629599999998,0.0,2.0
Aphrodita hastata,Aphrodita,Aphroditidae,Phyllodocida,Aciculata,Polychaeta,Annelida,2.208006,1.0,2.0
Praxillella praetermissa,Praxillella,Maldanidae,Scolecida,Scolecida,Polychaeta,Annelida,2.07848025,0.0,2.0
Nephtys incisa,Nephtys,Nephtyidae,Phyllodocida,Aciculata,Polychaeta,Annelida,3.1678775999999997,1.0,2.0
Lumbrinereis fragilis,Lumbrinereis,Lumbrineridae,Eunicida,Aciculata,Polychaeta,Annelida,3.820905,1.0,3.0
Physalia sp.,Physalia,Physaliidae,Rhizophysaliae,Siphonophorae,Hydrozoa,Cnidaria,,3.0,3.0
Beroe sp.,Beroe,Beroidae,Beroida,Nuda,Ctenophora,Ctenophora,,3.0,3.0
Janthina sp.,Janthina,Janthinidae,Neotaenioglossa,Neotaenioglossa,Gastropoda,Mollusca,,3.0,3.0
Lucifer faxoni,Lucifer,Luciferidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Sergestes sp.,Sergestes,Sergestidae,Sergestoidea,Decapoda,Malacostraca,Crustacea,,3.0,3.0
Loligo pealii,Loligo,Loliginidae,Teuthida,Decabrachia,Cephalopoda,Mollusca,,3.0,3.0
Octopus vulgaris,Octopus,Octopodidae,Octopoda,Octobrachia,Cephalopoda,Mollusca,,2.0,3.0
Squilla mantis,Squilla,Squillidae,Stomatopoda,Stomatopoda,Malacostraca,Crustacea,,2.0,3.0
Squilla mantis,Squilla,Squillidae,Stomatopoda,Stomatopoda,Malacostraca,Crustacea,,2.0,3.0
Sicyonia brevirostris,Sicyonia,Penaeidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Sicyonia dorsalis,Sicyonia,Penaeidae,Penaeoidea,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Crangon sp.,Crangon,Crangonidae,Caridea,Decapoda,Malacostraca,Crustacea,,2.0,3.0
Anchoa sp.,Anchoa,Engraulidae,Clupeiformes,Clupeomorpha,Teleostei,Osteichthyes,,3.0,3.0
Synodus foetens,Synodus,Synodontidae,Aulopiformes,Cyclosquamata,Teleostei,Osteichthyes,,3.0,3.0
Strongylura sp.,Strongylura,Belonidae,Beloniformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,3.0
Cynoscion sp.,Cynoscion,Sciaenidae,Perciformes,Acanthopterygii,Teleostei,Osteichthyes,,3.0,2.0
